Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Rating,day_of_week,month,rolling_mean_7,rolling_mean_14,rolling_std_7,weekly_change,future_demand_7,stock_estime,reapprovisionnement,stock_threshold
B,Mandalay,Normal,Male,Sports and travel,97.74,4,6.4,1,3,6.0,5.071428571428571,3.055050463303891,-0.4285714285714286,7.0,324.0,0.0,46.582575694955835
A,Yangon,Member,Male,Food and beverages,99.78,5,5.4,5,3,3.857142857142857,5.571428571428571,2.7342623276105926,-0.2857142857142857,8.0,320.0,0.0,31.10139349141589
C,Naypyitaw,Member,Male,Food and beverages,94.26,4,8.6,1,3,4.142857142857143,5.357142857142857,2.6095064302514808,1.0,8.0,324.0,0.0,32.91425964537723
B,Mandalay,Member,Male,Health and beauty,51.13,4,4.0,4,1,4.571428571428571,4.785714285714286,2.9920529661723854,-0.6,6.0,341.0,0.0,36.48807944925858
A,Yangon,Member,Male,Electronic accessories,36.36,4,7.6,0,3,5.857142857142857,5.785714285714286,2.544836041121408,0.0,1.0,324.0,0.0,44.817254061682114
B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,6.8,3,2,5.857142857142857,5.857142857142857,2.6726124191242446,8.0,9.0,340.0,0.0,45.00891862868637
A,Yangon,Normal,Male,Food and beverages,32.9,3,9.1,6,2,4.428571428571429,5.428571428571429,2.2990681342044437,2.0,2.0,327.0,0.0,34.44860220130666
A,Yangon,Normal,Male,Fashion accessories,77.02,5,5.5,6,2,4.285714285714286,4.714285714285714,2.870208222079928,-0.2857142857142857,2.0,265.0,0.0,34.30531233311989
A,Yangon,Member,Male,Food and beverages,23.48,2,7.9,3,3,4.0,4.928571428571429,2.449489742783182,-0.6,4.0,329.0,0.0,31.67423461417477
C,Naypyitaw,Member,Male,Sports and travel,14.7,5,8.5,6,3,6.0,5.071428571428571,3.055050463303891,0.0,4.0,329.0,0.0,46.582575694955835
A,Yangon,Member,Female,Electronic accessories,28.45,5,9.1,3,3,6.0,5.857142857142857,2.4494897427831788,0.25,3.0,329.0,0.0,45.674234614174765
A,Yangon,Normal,Male,Fashion accessories,76.4,9,7.5,1,3,5.0,5.214285714285714,3.3665016461206916,1.25,6.0,274.0,0.0,40.04975246918104
B,Mandalay,Normal,Female,Sports and travel,57.95,6,5.2,6,2,5.428571428571429,5.357142857142857,2.5071326821120317,-0.4,1.0,335.0,0.0,41.760699023168044
C,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,9.5,3,3,5.285714285714286,5.428571428571429,2.4976179127511173,-0.625,9.0,332.0,0.0,40.74642686912668
B,Mandalay,Member,Female,Food and beverages,42.82,9,8.9,1,2,5.0,5.071428571428571,2.886751345948131,3.5,5.0,338.0,0.0,39.3301270189222
B,Mandalay,Member,Male,Electronic accessories,48.09,3,7.8,6,2,4.714285714285714,4.928571428571429,2.497617912751118,-0.5714285714285714,9.0,335.0,0.0,36.74642686912668
B,Mandalay,Member,Female,Health and beauty,55.97,7,8.9,1,3,5.428571428571429,5.142857142857143,2.6367367999823115,6.0,10.0,348.0,0.0,41.95510519997347
B,Mandalay,Member,Female,Health and beauty,76.9,7,7.7,4,2,5.142857142857143,5.5,2.2677868380553656,-0.2222222222222222,5.0,355.0,0.0,39.40168025708305
C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,9.3,2,1,5.285714285714286,4.785714285714286,2.7516228977511767,0.6666666666666667,4.0,343.0,0.0,41.127434346626764
A,Yangon,Normal,Male,Sports and travel,44.65,3,6.2,3,2,5.714285714285714,5.428571428571429,1.9760470401187036,2.0,10.0,338.0,0.0,42.96407056017806
A,Yangon,Normal,Female,Fashion accessories,77.93,9,7.6,2,2,4.857142857142857,5.5,3.1320159337914935,-0.09999999999999998,5.0,283.0,0.0,38.69802390068724
A,Yangon,Member,Male,Electronic accessories,71.95,1,7.3,0,2,4.428571428571429,4.5,2.8199966227605606,-0.6666666666666667,7.0,336.0,0.0,35.22999493414084
C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,4.7,6,1,6.0,5.714285714285714,2.7688746209726927,0.1428571428571428,9.0,348.0,0.0,46.15331193145904
A,Yangon,Normal,Male,Electronic accessories,26.02,7,5.1,3,3,4.0,4.928571428571429,1.914854215512681,-0.30000000000000004,4.0,343.0,0.0,30.87228132326902
B,Mandalay,Normal,Female,Health and beauty,13.5,10,4.8,2,2,5.571428571428571,5.785714285714286,2.8784916685156987,0.4285714285714286,1.0,365.0,0.0,43.31773750277355
C,Naypyitaw,Member,Female,Fashion accessories,99.3,10,6.6,4,2,6.0,5.5,3.3665016461206934,4.0,4.0,293.0,0.0,47.049752469181044
A,Yangon,Normal,Male,Electronic accessories,51.69,7,5.5,5,1,4.285714285714286,5.071428571428571,2.2146697055682867,0.3999999999999999,2.0,350.0,0.0,33.32200455835243
B,Mandalay,Member,Female,Fashion accessories,54.73,7,8.5,3,3,6.714285714285714,5.714285714285714,2.870208222079933,2.5,9.0,300.0,0.0,51.3053123331199
B,Mandalay,Member,Male,Home and lifestyle,27.0,9,4.8,5,3,6.428571428571429,5.714285714285714,2.9920529661723836,0.5,4.0,357.0,0.0,49.48807944925858
C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,8.4,0,3,3.857142857142857,4.857142857142857,2.544836041121411,-0.75,1.0,351.0,0.0,30.817254061682117
B,Mandalay,Member,Female,Food and beverages,89.14,4,7.8,0,1,4.571428571428571,4.357142857142857,2.2253945610567505,-0.5555555555555556,5.0,347.0,0.0,35.338091841585126
C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,9.3,4,3,7.857142857142857,6.142857142857143,2.1930626551751393,4.0,3.0,310.0,0.0,58.28959398276271
C,Naypyitaw,Normal,Female,Sports and travel,95.44,10,5.2,2,1,5.857142857142857,6.0,2.26778683805536,0.11111111111111116,4.0,348.0,0.0,44.401680257083044
B,Mandalay,Normal,Male,Electronic accessories,27.5,3,6.5,4,3,3.5714285714285716,4.785714285714286,2.507132682112039,-0.4,9.0,354.0,0.0,28.76069902316806
B,Mandalay,Normal,Male,Sports and travel,74.97,1,5.6,5,3,5.0,5.357142857142857,2.8284271247461876,-0.8571428571428572,2.0,349.0,0.0,39.242640687119284
A,Yangon,Member,Male,Food and beverages,80.96,8,7.4,6,2,5.0,4.428571428571429,2.5819888974716134,0.6000000000000001,6.0,355.0,0.0,38.87298334620742
C,Naypyitaw,Normal,Female,Food and beverages,94.47,8,9.1,2,2,5.571428571428571,4.857142857142857,2.7602622373694183,1.0,7.0,363.0,0.0,43.140393356054126
C,Naypyitaw,Normal,Male,Food and beverages,99.79,2,8.0,3,3,5.428571428571429,4.928571428571429,2.93582145558064,-0.33333333333333337,5.0,365.0,0.0,42.40373218337096
A,Yangon,Normal,Male,Home and lifestyle,73.22,6,7.2,0,1,6.714285714285714,6.0,2.8115408417381937,0.5,1.0,363.0,0.0,51.21731126260729
C,Naypyitaw,Normal,Female,Food and beverages,41.24,4,7.1,1,2,5.714285714285714,4.857142857142857,2.6276913640612194,1.0,6.0,369.0,0.0,43.94153704609183
C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,9.1,6,1,7.714285714285714,6.142857142857143,2.429971585175828,-0.19999999999999996,10.0,314.0,0.0,57.644957377763745
C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,5.6,3,3,4.428571428571429,4.857142857142857,3.207134902949095,2.0,7.0,363.0,0.0,35.81070235442364
A,Yangon,Member,Male,Home and lifestyle,65.94,4,6.0,6,3,7.142857142857143,5.571428571428571,1.8644544714716107,3.0,4.0,367.0,0.0,52.79668170720742
C,Naypyitaw,Normal,Female,Sports and travel,14.36,10,5.4,6,1,5.571428571428571,6.0,3.4086724129853847,0.6666666666666667,3.0,359.0,0.0,44.11300861947808
A,Yangon,Member,Male,Electronic accessories,21.5,9,7.8,2,3,5.285714285714286,5.0,3.5456210417116747,2.0,3.0,372.0,0.0,42.31843156256751
B,Mandalay,Member,Female,Electronic accessories,26.26,7,9.9,5,2,6.142857142857143,5.285714285714286,3.0237157840738185,6.0,6.0,379.0,0.0,47.53557367611073
B,Mandalay,Normal,Female,Fashion accessories,60.96,2,4.9,4,1,7.285714285714286,5.785714285714286,3.147183169877775,-0.6,5.0,316.0,0.0,55.72077475481666
C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,5.2,3,3,6.857142857142857,5.428571428571429,1.8644544714716107,-0.25,8.0,373.0,0.0,50.79668170720742
C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,8.9,1,1,6.857142857142857,5.928571428571429,3.0783421635988564,-0.33333333333333337,7.0,322.0,0.0,52.617513245398285
A,Yangon,Normal,Female,Home and lifestyle,67.09,5,9.1,3,1,6.714285714285714,5.714285714285714,1.9760470401187091,-0.16666666666666663,4.0,378.0,0.0,49.964070560178065
A,Yangon,Member,Female,Fashion accessories,96.7,5,7.0,0,1,6.285714285714286,5.571428571428571,2.9840847683606286,-0.4444444444444444,4.0,327.0,0.0,48.47612715254094
B,Mandalay,Member,Female,Home and lifestyle,35.38,9,9.6,5,1,6.714285714285714,6.285714285714286,1.9760470401187091,0.0,10.0,387.0,0.0,49.964070560178065
C,Naypyitaw,Normal,Male,Sports and travel,95.49,7,8.7,4,2,6.0,6.0,3.3665016461206907,0.75,5.0,366.0,0.0,47.04975246918104
C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,9.4,2,2,5.428571428571429,5.714285714285714,2.5727509827123973,-0.6,5.0,331.0,0.0,41.859126474068596
B,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.0,2,1,5.714285714285714,4.857142857142857,3.093772546815389,-0.4285714285714286,8.0,383.0,0.0,44.64065882022308
A,Yangon,Member,Male,Sports and travel,82.33,4,7.5,4,1,5.857142857142857,5.928571428571429,3.4364987719368965,-0.19999999999999996,9.0,370.0,0.0,46.154748157905345
C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,4.2,1,3,5.0,4.642857142857143,3.316624790355401,-0.7142857142857143,6.0,385.0,0.0,39.9749371855331
B,Mandalay,Normal,Female,Food and beverages,99.69,5,9.9,0,1,5.142857142857143,5.071428571428571,2.1930626551751367,-0.4444444444444444,5.0,374.0,0.0,39.2895939827627
C,Naypyitaw,Member,Female,Food and beverages,74.89,4,4.2,4,3,5.0,5.142857142857143,2.236067977499792,-0.19999999999999996,3.0,378.0,0.0,38.35410196624969
A,Yangon,Normal,Female,Food and beverages,40.94,5,9.9,6,1,5.142857142857143,4.857142857142857,2.1930626551751367,0.25,3.0,383.0,0.0,39.2895939827627
B,Mandalay,Member,Male,Sports and travel,75.82,1,5.8,3,1,5.142857142857143,5.285714285714286,3.891382420536066,-0.8333333333333334,4.0,371.0,0.0,41.8370736308041
C,Naypyitaw,Normal,Male,Food and beverages,46.77,6,6.0,0,3,4.857142857142857,4.928571428571429,1.864454471471612,-0.25,2.0,389.0,0.0,36.79668170720742
A,Yangon,Normal,Female,Health and beauty,32.32,10,10.0,2,2,6.428571428571429,6.071428571428571,3.2071349029490923,1.5,1.0,375.0,0.0,49.81070235442364
C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,9.5,6,1,5.714285714285714,6.214285714285714,2.8702082220799294,0.2857142857142858,10.0,340.0,0.0,44.30531233311989
B,Mandalay,Normal,Male,Food and beverages,18.22,7,6.6,6,3,4.714285714285714,5.142857142857143,1.6035674514745502,-0.125,4.0,396.0,0.0,35.40535117721183
C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,8.1,4,2,4.714285714285714,6.285714285714286,2.288688541085312,-0.7,8.0,343.0,0.0,36.43303281162797
B,Mandalay,Normal,Female,Fashion accessories,37.95,10,9.7,5,1,5.571428571428571,6.642857142857143,2.992052966172381,1.5,1.0,353.0,0.0,43.48807944925857
A,Yangon,Member,Male,Electronic accessories,76.82,1,7.2,2,2,5.0,4.428571428571429,3.316624790355401,0.0,6.0,386.0,0.0,39.9749371855331
A,Yangon,Member,Female,Sports and travel,52.26,10,6.2,5,3,6.142857142857143,5.928571428571429,4.1403933560541235,2.3333333333333335,8.0,381.0,0.0,49.210590034081186
A,Yangon,Normal,Female,Health and beauty,79.74,1,7.3,2,3,6.428571428571429,5.857142857142857,3.2071349029490923,0.0,2.0,376.0,0.0,49.81070235442364
A,Yangon,Normal,Female,Health and beauty,77.5,5,4.3,3,1,6.285714285714286,5.857142857142857,3.251373336211726,-0.16666666666666663,7.0,381.0,0.0,48.87706000431759
A,Yangon,Normal,Female,Food and beverages,54.27,5,4.6,2,3,5.142857142857143,5.285714285714286,1.0690449676497027,1.5,5.0,401.0,0.0,37.603567451474554
B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,5.8,4,3,6.857142857142857,6.428571428571429,2.1157009420498167,0.125,6.0,396.0,0.0,51.173551413074726
B,Mandalay,Member,Female,Health and beauty,41.06,6,8.3,1,3,6.571428571428571,5.571428571428571,3.1014589500826246,0.5,1.0,387.0,0.0,50.65218842512394
B,Mandalay,Member,Male,Electronic accessories,19.24,9,8.0,0,3,5.857142857142857,4.714285714285714,3.484660262185849,2.0,4.0,395.0,0.0,46.226990393278776
C,Naypyitaw,Normal,Female,Food and beverages,39.43,6,9.4,0,3,5.428571428571429,5.571428571428571,0.975900072948538,0.5,10.0,407.0,0.0,39.46385010942281
C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,6.2,1,3,6.142857142857143,6.285714285714286,2.1157009420498167,-0.5555555555555556,9.0,400.0,0.0,46.173551413074726
C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,9.8,0,2,5.428571428571429,6.071428571428571,2.8784916685156987,-0.8333333333333334,6.0,401.0,0.0,42.31773750277355
B,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.6,4,2,6.0,6.642857142857143,2.5819888974716108,1.5,9.0,358.0,0.0,45.87298334620742
C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,4.9,5,2,6.142857142857143,6.5,2.609506430251477,0.16666666666666674,2.0,365.0,0.0,46.914259645377214
A,Yangon,Member,Male,Sports and travel,67.26,4,8.0,5,1,5.285714285714286,5.571428571428571,3.817254061682109,-0.6,7.0,385.0,0.0,42.72588109252317
A,Yangon,Normal,Male,Food and beverages,13.79,5,7.8,4,1,5.428571428571429,5.285714285714286,0.975900072948538,0.0,5.0,412.0,0.0,39.46385010942281
B,Mandalay,Member,Female,Fashion accessories,68.71,4,4.1,4,1,6.0,6.142857142857143,2.7080128015453195,-0.19999999999999996,7.0,369.0,0.0,46.06201920231798
A,Yangon,Normal,Female,Home and lifestyle,56.53,4,5.5,0,3,5.428571428571429,6.285714285714286,2.8784916685156987,0.0,10.0,405.0,0.0,42.31773750277355
C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.4,0,1,6.142857142857143,5.785714285714286,2.609506430251477,0.25,1.0,374.0,0.0,46.914259645377214
B,Mandalay,Normal,Female,Health and beauty,34.21,10,5.1,2,1,7.0,6.214285714285714,3.366501646120691,0.4285714285714286,1.0,397.0,0.0,54.04975246918104
B,Mandalay,Normal,Male,Sports and travel,21.87,2,6.9,4,1,5.428571428571429,5.214285714285714,3.6449573777637334,1.0,1.0,387.0,0.0,43.467436066645604
A,Yangon,Member,Male,Health and beauty,20.97,5,7.8,4,1,6.714285714285714,5.928571428571429,3.45032779671177,-0.2857142857142857,1.0,402.0,0.0,52.175491695067656
A,Yangon,Normal,Male,Sports and travel,25.84,3,6.6,6,3,4.428571428571429,5.0,3.101458950082623,-0.7,4.0,390.0,0.0,35.65218842512393
A,Yangon,Normal,Male,Home and lifestyle,50.93,8,9.2,4,3,5.714285714285714,6.285714285714286,3.0394235042348483,0.33333333333333326,1.0,413.0,0.0,44.55913525635227
B,Mandalay,Normal,Male,Health and beauty,96.11,1,7.8,4,1,5.428571428571429,5.5,3.6903993847614416,-0.9,7.0,403.0,0.0,43.535599077142166
C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,8.7,1,1,5.571428571428571,6.142857142857143,3.101458950082626,-0.19999999999999996,9.0,417.0,0.0,43.65218842512394
C,Naypyitaw,Member,Female,Health and beauty,81.51,1,9.2,1,1,4.142857142857143,5.285714285714286,3.387652649872843,-0.9,8.0,404.0,0.0,34.08147897480927
B,Mandalay,Normal,Female,Health and beauty,57.22,2,8.3,5,1,4.285714285714286,5.357142857142857,3.251373336211729,1.0,3.0,406.0,0.0,34.87706000431759
A,Yangon,Member,Female,Electronic accessories,25.22,7,8.2,0,2,5.571428571428571,5.0,3.258688021128691,-0.2222222222222222,10.0,402.0,0.0,43.88803203169304
C,Naypyitaw,Member,Female,Food and beverages,38.6,3,7.5,3,3,5.285714285714286,5.142857142857143,1.2535663410560214,-0.25,9.0,415.0,0.0,38.88034951158403
C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,9.8,2,1,4.714285714285714,5.0,2.9840847683606304,-0.6666666666666667,10.0,405.0,0.0,37.47612715254095
C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,8.7,4,2,6.285714285714286,6.0,2.811540841738193,0.11111111111111116,1.0,384.0,0.0,48.21731126260729
B,Mandalay,Member,Male,Fashion accessories,25.42,8,6.7,1,3,7.0,5.857142857142857,2.44948974278318,1.6666666666666665,3.0,392.0,0.0,52.67423461417477
C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,5.0,5,3,5.714285714285714,5.642857142857143,2.9277002188455983,-0.9,5.0,393.0,0.0,44.391550328268394
B,Mandalay,Member,Male,Fashion accessories,40.61,9,7.0,2,1,6.285714285714286,6.142857142857143,3.147183169877773,0.8,10.0,402.0,0.0,48.72077475481666
A,Yangon,Member,Male,Health and beauty,53.17,7,8.9,0,1,4.571428571428571,5.428571428571429,3.4086724129853887,0.3999999999999999,8.0,413.0,0.0,37.11300861947808
B,Mandalay,Member,Female,Food and beverages,20.87,3,8.0,2,3,5.0,5.071428571428571,1.5275252316519503,-0.4,1.0,418.0,0.0,37.291287847477925
B,Mandalay,Normal,Male,Sports and travel,67.27,5,6.9,2,2,4.142857142857143,5.071428571428571,2.9113897843110017,-0.2857142857142857,10.0,395.0,0.0,33.367084676466504
A,Yangon,Member,Female,Home and lifestyle,90.65,10,7.3,4,3,5.714285714285714,6.214285714285714,3.30223589477825,0.11111111111111116,10.0,427.0,0.0,44.953353842167374
B,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.9,3,1,5.571428571428571,5.857142857142857,3.505098327538655,-0.7142857142857143,10.0,404.0,0.0,44.257647491307985
C,Naypyitaw,Normal,Male,Food and beverages,43.27,2,5.7,4,3,4.428571428571429,4.642857142857143,1.8126539343499353,-0.6666666666666667,5.0,420.0,0.0,33.7189809015249
A,Yangon,Normal,Female,Electronic accessories,23.46,6,6.4,6,1,4.571428571428571,5.357142857142857,2.8784916685156996,-0.1428571428571429,1.0,411.0,0.0,36.31773750277355
B,Mandalay,Normal,Male,Fashion accessories,95.54,7,9.6,5,3,6.0,6.0,3.4641016151377544,0.75,4.0,411.0,0.0,47.19615242270663
B,Mandalay,Normal,Female,Fashion accessories,47.44,1,6.8,4,2,5.428571428571429,5.785714285714286,3.9520940802374134,-0.8,2.0,412.0,0.0,43.928141120356116
C,Naypyitaw,Normal,Male,Sports and travel,99.24,9,9.0,1,3,4.857142857142857,5.357142857142857,3.4364987719368965,1.25,6.0,404.0,0.0,39.154748157905345
C,Naypyitaw,Member,Male,Sports and travel,82.93,4,9.6,6,1,5.285714285714286,5.214285714285714,3.039423504234845,3.0,4.0,408.0,0.0,41.55913525635227
A,Yangon,Normal,Male,Home and lifestyle,33.99,6,7.7,4,3,5.285714285714286,6.071428571428571,2.984084768360629,-0.33333333333333337,2.0,433.0,0.0,41.47612715254094
C,Naypyitaw,Member,Male,Food and beverages,17.04,4,7.0,4,3,4.0,4.357142857142857,1.4142135623731007,-0.4285714285714286,10.0,424.0,0.0,30.121320343559653
C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,6.5,3,2,5.142857142857143,5.428571428571429,3.132015933791496,1.0,5.0,419.0,0.0,40.69802390068725
C,Naypyitaw,Member,Male,Food and beverages,17.44,5,8.1,1,1,4.0,4.571428571428571,1.4142135623731007,0.0,1.0,429.0,0.0,30.121320343559653
B,Mandalay,Member,Female,Sports and travel,88.43,8,4.3,4,3,5.0,5.571428571428571,2.5819888974716085,-0.19999999999999996,5.0,416.0,0.0,38.87298334620741
A,Yangon,Member,Female,Home and lifestyle,89.21,9,6.5,1,1,6.0,6.071428571428571,3.214550253664319,1.25,6.0,442.0,0.0,46.82182538049648
C,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,9.5,1,1,4.142857142857143,5.214285714285714,3.6709931185158116,-0.9,10.0,413.0,0.0,34.50648967777372
A,Yangon,Normal,Female,Sports and travel,19.1,7,9.7,1,1,5.428571428571429,5.357142857142857,2.6367367999823075,0.75,10.0,423.0,0.0,41.95510519997346
B,Mandalay,Member,Female,Health and beauty,19.15,1,9.5,0,1,3.857142857142857,5.214285714285714,3.5790395093549656,-0.8333333333333334,5.0,414.0,0.0,32.36855926403245
C,Naypyitaw,Member,Male,Food and beverages,27.66,10,8.9,3,2,4.571428571428571,5.0,2.6367367999823124,0.6666666666666667,5.0,439.0,0.0,35.95510519997347
C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,6.5,6,3,3.4285714285714284,5.214285714285714,3.2586880211286835,-0.625,2.0,416.0,0.0,28.888032031693026
B,Mandalay,Member,Female,Health and beauty,27.07,1,5.3,5,1,2.5714285714285716,4.785714285714286,2.439750182371341,-0.9,5.0,415.0,0.0,21.659625273557012
B,Mandalay,Member,Female,Sports and travel,39.12,1,9.6,1,3,5.285714285714286,5.357142857142857,2.8702082220799285,-0.5,5.0,424.0,0.0,41.30531233311989
B,Mandalay,Normal,Female,Electronic accessories,74.71,6,6.7,1,1,5.714285714285714,5.357142857142857,2.8115408417381933,2.0,4.0,425.0,0.0,44.21731126260729
B,Mandalay,Normal,Male,Electronic accessories,22.01,6,7.6,2,1,6.428571428571429,5.714285714285714,1.902379462422684,5.0,1.0,431.0,0.0,47.85356919363402
A,Yangon,Normal,Female,Food and beverages,63.61,5,4.8,5,3,4.571428571428571,5.0,2.6367367999823124,0.0,1.0,444.0,0.0,35.95510519997347
A,Yangon,Normal,Male,Health and beauty,25.0,1,5.5,6,3,2.0,4.357142857142857,2.2360679774998,-0.8,2.0,416.0,0.0,17.3541019662497
A,Yangon,Member,Male,Electronic accessories,20.77,4,4.7,3,1,5.714285714285714,5.785714285714286,1.704336206492695,-0.5555555555555556,10.0,435.0,0.0,42.55650430973904
B,Mandalay,Member,Female,Fashion accessories,29.56,5,6.9,2,2,4.0,4.857142857142857,3.1091263510295994,4.0,1.0,421.0,0.0,32.6636895265444
B,Mandalay,Member,Female,Food and beverages,77.4,9,4.5,4,2,5.428571428571429,5.357142857142857,2.992052966172384,2.0,8.0,453.0,0.0,42.48807944925858
B,Mandalay,Normal,Male,Electronic accessories,79.39,10,6.2,3,2,6.142857142857143,5.857142857142857,2.3401261667248794,0.4285714285714286,2.0,445.0,0.0,46.51018925008732
C,Naypyitaw,Member,Female,Electronic accessories,46.57,10,7.6,6,1,7.142857142857143,5.928571428571429,2.2677868380553625,2.3333333333333335,8.0,455.0,0.0,53.401680257083044
C,Naypyitaw,Normal,Male,Food and beverages,35.89,1,7.9,5,2,5.142857142857143,5.071428571428571,3.3380918415851224,-0.6666666666666667,6.0,454.0,0.0,41.00713776237768
C,Naypyitaw,Normal,Male,Food and beverages,40.52,5,4.5,6,2,5.571428571428571,5.0,3.0472470011002217,1.5,6.0,459.0,0.0,43.57087050165033
B,Mandalay,Member,Female,Food and beverages,73.05,10,8.7,6,3,6.428571428571429,5.214285714285714,3.3594217189442426,1.5,6.0,469.0,0.0,50.039132578416364
C,Naypyitaw,Normal,Female,Sports and travel,73.95,4,6.1,6,2,5.428571428571429,4.928571428571429,2.7602622373694143,0.33333333333333326,10.0,428.0,0.0,42.14039335605412
C,Naypyitaw,Member,Female,Food and beverages,22.62,1,6.4,6,3,5.857142857142857,4.928571428571429,3.9339789623472163,-0.8,10.0,470.0,0.0,46.900968443520824
A,Yangon,Member,Male,Food and beverages,51.34,5,9.1,3,3,5.142857142857143,4.857142857142857,3.484660262185849,-0.5,9.0,475.0,0.0,41.226990393278776
C,Naypyitaw,Member,Female,Sports and travel,54.55,10,7.1,5,3,6.142857142857143,5.142857142857143,3.236694374850746,1.0,4.0,438.0,0.0,47.85504156227612
C,Naypyitaw,Member,Female,Health and beauty,37.15,7,7.7,4,2,2.857142857142857,4.142857142857143,2.853569193634032,6.0,6.0,423.0,0.0,24.28035379045105
B,Mandalay,Normal,Male,Sports and travel,37.02,6,4.5,4,3,5.714285714285714,5.285714285714286,2.9840847683606264,-0.33333333333333337,8.0,444.0,0.0,44.47612715254094
C,Naypyitaw,Normal,Male,Food and beverages,21.58,1,7.2,5,2,4.571428571428571,4.571428571428571,3.8234863173611107,-0.8,6.0,476.0,0.0,37.73522947604167
C,Naypyitaw,Member,Female,Electronic accessories,98.84,1,8.4,4,2,6.428571428571429,5.5,3.25868802112869,-0.8333333333333334,7.0,456.0,0.0,49.88803203169304
C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,5.4,2,1,6.714285714285714,6.071428571428571,2.36038737740833,5.0,5.0,448.0,0.0,50.540581066112495
A,Yangon,Member,Female,Sports and travel,40.05,4,9.7,4,1,5.714285714285714,5.5,2.9840847683606264,0.0,1.0,448.0,0.0,44.47612715254094
A,Yangon,Member,Male,Fashion accessories,43.13,10,5.5,5,2,4.142857142857143,5.214285714285714,3.3876526498728357,0.11111111111111116,7.0,431.0,0.0,34.08147897480926
B,Mandalay,Member,Male,Health and beauty,72.57,8,4.6,5,3,3.857142857142857,4.0,3.2877840272018832,7.0,1.0,431.0,0.0,31.931676040802824
A,Yangon,Member,Female,Electronic accessories,64.44,5,6.6,5,3,6.0,5.571428571428571,3.214550253664319,-0.375,3.0,461.0,0.0,46.82182538049648
A,Yangon,Normal,Male,Health and beauty,65.18,3,6.3,0,2,4.0,4.142857142857143,3.2145502536643216,0.5,9.0,434.0,0.0,32.821825380496485
A,Yangon,Normal,Female,Sports and travel,33.26,5,4.2,0,3,5.285714285714286,5.142857142857143,2.8115408417381906,-0.375,8.0,453.0,0.0,41.21731126260728
C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,4.4,3,3,5.714285714285714,5.714285714285714,3.30223589477825,-0.33333333333333337,10.0,465.0,0.0,44.953353842167374
B,Mandalay,Normal,Male,Sports and travel,34.37,10,6.7,5,3,5.714285714285714,5.571428571428571,3.3022358947782475,0.4285714285714286,1.0,463.0,0.0,44.953353842167374
A,Yangon,Normal,Male,Electronic accessories,38.6,1,6.7,1,1,5.0,5.714285714285714,3.7416573867739427,-0.8333333333333334,6.0,466.0,0.0,40.61248608016091
C,Naypyitaw,Normal,Male,Food and beverages,65.97,8,8.4,5,2,4.428571428571429,4.928571428571429,3.6449573777637365,-0.11111111111111116,1.0,484.0,0.0,36.467436066645604
C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,6.2,4,2,5.857142857142857,5.785714285714286,4.140393356054126,1.5,6.0,476.0,0.0,47.21059003408119
A,Yangon,Normal,Male,Sports and travel,37.14,5,5.0,1,1,6.285714285714286,5.785714285714286,2.6276913640612154,4.0,2.0,468.0,0.0,47.941537046091824
B,Mandalay,Member,Male,Home and lifestyle,60.38,10,6.0,1,2,7.571428571428571,6.5,2.299068134204441,1.5,5.0,458.0,0.0,56.44860220130666
C,Naypyitaw,Member,Female,Sports and travel,36.98,10,7.0,1,1,7.142857142857143,6.285714285714286,2.734262327610586,1.5,1.0,478.0,0.0,54.10139349141588
