Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,year,month,day,weekday,is_weekend,is_holiday,Total_Sales,Rolling_Mean_7
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,2019-03-14,17:22,Credit card,141.88,4.761904762,7.094,6.9,2019,3,14,3,0,0,141.88,320.8314285714286
571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,783.3,2019-01-08,20:55,Cash,746.0,4.761904762,37.3,9.5,2019,1,8,1,0,0,746.0,370.5585714285714
144-51-6085,A,Yangon,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,2019-01-05,16:05,Credit card,282.96,4.761904762,14.148,4.4,2019,1,5,5,1,0,282.96,325.4542857142857
731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,2019-01-04,13:34,Ewallet,355.4,4.761904762,17.77,7.0,2019,1,4,4,0,0,355.4,268.94571428571425
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,5,16.8575,354.0075,2019-03-06,18:13,Ewallet,337.15,4.761904762,16.8575,6.3,2019,3,6,2,0,0,337.15000000000003,241.74
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.12,2,2.112,44.352,2019-01-03,19:17,Cash,42.24,4.761904762,2.112,9.7,2019,1,3,3,0,0,42.24,336.66285714285715
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,2019-01-07,11:44,Credit card,193.86,4.761904762,9.693,8.8,2019,1,7,0,0,0,193.85999999999999,242.25142857142853
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,2019-01-27,15:51,Cash,24.06,4.761904762,1.203,5.1,2019,1,27,6,1,0,24.06,232.11714285714285
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6,29.913,628.173,2019-02-26,16:52,Ewallet,598.26,4.761904762,29.913,7.9,2019,2,26,1,0,0,598.26,392.5185714285714
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.7895,352.5795,2019-01-07,20:52,Cash,335.79,4.761904762,16.7895,6.2,2019,1,7,0,0,0,335.78999999999996,187.60999999999999
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,2019-01-07,17:36,Cash,218.2,4.761904762,10.91,7.1,2019,1,7,0,0,0,218.2,195.97428571428568
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,2019-02-02,13:23,Ewallet,381.68,4.761904762,19.084,6.4,2019,2,2,5,1,0,381.68,215.5071428571428
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.495,745.395,2019-03-20,16:28,Cash,709.9,4.761904762,35.495,5.7,2019,3,20,2,0,0,709.9,304.10714285714283
828-61-5674,A,Yangon,Member,Male,Sports and travel,44.02,10,22.01,462.21,2019-03-20,19:57,Credit card,440.2,4.761904762,22.01,9.6,2019,3,20,2,0,0,440.20000000000005,279.72285714285715
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,2019-02-15,17:01,Credit card,559.68,4.761904762,27.984,6.4,2019,2,15,4,0,0,559.68,253.71999999999997
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37.0,1,1.85,38.85,2019-03-06,13:29,Credit card,37.0,4.761904762,1.85,7.9,2019,3,6,2,0,0,37.0,238.73714285714283
490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.34,1,0.767,16.107,2019-01-06,11:09,Cash,15.34,4.761904762,0.767,6.5,2019,1,6,6,1,0,15.34,255.30285714285716
667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83,6,29.949,628.929,2019-03-04,15:02,Ewallet,598.98,4.761904762,29.949,8.5,2019,3,4,0,0,0,598.98,388.8971428571429
565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4,9.534,200.214,2019-03-12,14:21,Cash,190.68,4.761904762,9.534,9.1,2019,3,12,1,0,0,190.68,308.0214285714286
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2019-02-20,18:01,Cash,333.4,4.761904762,16.67,7.6,2019,2,20,2,0,0,333.40000000000003,281.45
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3.743,78.603,2019-03-24,14:49,Cash,74.86,4.761904762,3.743,6.9,2019,3,24,6,1,0,74.86,209.0085714285714
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,2019-01-31,12:02,Cash,213.75,4.761904762,10.6875,9.5,2019,1,31,3,0,0,213.75,281.7271428571429
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,2019-01-25,13:30,Credit card,339.57,4.761904762,16.9785,5.2,2019,1,25,4,0,0,339.57,394.4942857142857
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,2019-02-03,14:38,Cash,664.16,4.761904762,33.208,4.2,2019,2,3,6,1,0,664.16,253.11714285714285
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,2019-01-24,17:37,Credit card,403.0,4.761904762,20.15,7.0,2019,1,24,3,0,0,403.0,298.9614285714286
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,2019-03-14,17:20,Ewallet,194.95,4.761904762,9.7475,6.0,2019,3,14,3,0,0,194.95000000000002,291.92571428571426
278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1,3.124,65.604,2019-02-18,20:29,Cash,62.48,4.761904762,3.124,4.7,2019,2,18,0,0,0,62.48,256.44
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,3.636,76.356,2019-01-21,10:00,Cash,72.72,4.761904762,3.636,7.1,2019,1,21,0,0,0,72.72,342.8028571428572
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10,9.055,190.155,2019-03-13,11:46,Ewallet,181.1,4.761904762,9.055,5.9,2019,3,13,2,0,1,181.1,294.8857142857143
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,2019-03-03,13:42,Cash,259.6,4.761904762,12.98,7.5,2019,3,3,6,1,0,259.6,284.0471428571429
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.768,121.128,2019-03-29,14:44,Cash,115.36,4.761904762,5.768,6.4,2019,3,29,4,0,0,115.36,282.09857142857146
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,2019-01-10,14:16,Ewallet,470.28,4.761904762,23.514,5.8,2019,1,10,3,0,0,470.28,292.60571428571427
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,2019-01-25,15:54,Cash,240.04,4.761904762,12.002,4.5,2019,1,25,4,0,0,240.04,323.46
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,2019-01-19,10:21,Cash,88.61,4.761904762,4.4305,7.7,2019,1,19,5,1,0,88.61,304.9471428571428
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.982,209.622,2019-01-02,18:09,Credit card,199.64,4.761904762,9.982,6.7,2019,1,2,2,0,0,199.64,282.35571428571427
573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1,1.9505,40.9605,2019-03-12,16:46,Credit card,39.01,4.761904762,1.9505,4.7,2019,3,12,1,0,0,39.01,283.38142857142856
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,2019-02-25,15:31,Cash,48.61,4.761904762,2.4305,4.4,2019,2,25,0,0,0,48.61,337.39
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,2019-03-18,17:15,Credit card,204.76,4.761904762,10.238,4.7,2019,3,18,0,0,0,204.76,273.66999999999996
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,2019-02-23,12:29,Cash,119.68,4.761904762,5.984,8.6,2019,2,23,5,1,0,119.68,194.26142857142858
411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,530.67,2019-03-26,20:14,Ewallet,505.4,4.761904762,25.27,4.3,2019,3,26,1,0,0,505.40000000000003,208.89000000000001
286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23,7,14.0805,295.6905,2019-03-30,13:22,Cash,281.61,4.761904762,14.0805,9.6,2019,3,30,5,1,0,281.60999999999996,290.1857142857143
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,2019-02-17,17:09,Cash,710.32,4.761904762,35.516,4.1,2019,2,17,6,1,0,710.32,326.46714285714285
512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,3,3.972,83.412,2019-03-21,10:40,Ewallet,79.44,4.761904762,3.972,4.7,2019,3,21,3,0,0,79.44,192.38857142857142
848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,2019-03-05,17:43,Cash,163.82,4.761904762,8.191,7.8,2019,3,5,1,0,0,163.82,287.11857142857144
532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6,23.979,503.559,2019-01-31,14:04,Cash,479.58,4.761904762,23.979,5.5,2019,1,31,3,0,0,479.58000000000004,350.91857142857145
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.933,145.593,2019-02-05,19:05,Ewallet,138.66,4.761904762,6.933,9.7,2019,2,5,1,0,0,138.66,297.52714285714285
870-76-1733,A,Yangon,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,2019-02-01,10:08,Credit card,71.15,4.761904762,3.5575,4.4,2019,2,1,4,0,0,71.15,315.48857142857145
423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,2019-03-07,13:12,Cash,139.95,4.761904762,6.9975,5.0,2019,3,7,3,0,0,139.95000000000002,297.34000000000003
227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.065,820.365,2019-02-10,20:51,Cash,781.3,4.761904762,39.065,4.4,2019,2,10,6,1,0,781.3,295.07714285714286
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.937,208.677,2019-02-14,17:29,Cash,198.74,4.761904762,9.937,5.2,2019,2,14,3,0,0,198.74,270.82
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.162,66.402,2019-02-09,10:25,Cash,63.24,4.761904762,3.162,7.3,2019,2,9,5,1,0,63.239999999999995,220.00428571428571
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.6975,392.6475,2019-01-10,11:34,Cash,373.95,4.761904762,18.6975,4.9,2019,1,10,3,0,0,373.95000000000005,311.4128571428572
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,2019-03-11,18:58,Credit card,207.69,4.761904762,10.3845,8.1,2019,3,11,0,0,0,207.69,241.5442857142857
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.814,185.094,2019-02-18,16:28,Ewallet,176.28,4.761904762,8.814,8.4,2019,2,18,0,0,0,176.28,181.1585714285714
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,2019-02-26,20:26,Cash,206.37,4.761904762,10.3185,5.5,2019,2,26,1,0,0,206.37,142.91428571428574
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.971,41.391,2019-01-18,15:08,Cash,39.42,4.761904762,1.971,8.4,2019,1,18,4,0,0,39.42,159.55
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6,4.578,96.138,2019-02-15,18:03,Ewallet,91.56,4.761904762,4.578,9.8,2019,2,15,4,0,0,91.56,125.00142857142858
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,2019-03-08,13:21,Cash,308.85,4.761904762,15.4425,6.7,2019,3,8,4,0,0,308.85,319.7628571428572
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,2019-01-17,12:48,Credit card,129.12,4.761904762,6.456,9.4,2019,1,17,3,0,0,129.12,339.6271428571428
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4,19.548,410.508,2019-03-12,19:53,Ewallet,390.96,4.761904762,19.548,6.4,2019,3,12,1,0,0,390.96,308.37
815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78,5,24.945,523.845,2019-03-09,19:09,Cash,498.9,4.761904762,24.945,5.4,2019,3,9,5,1,0,498.9,165.6757142857143
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26,4,18.852,395.892,2019-03-12,16:30,Cash,377.04,4.761904762,18.852,8.6,2019,3,12,1,0,0,377.04,209.15000000000003
730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4,10.226,214.746,2019-01-25,10:11,Credit card,204.52,4.761904762,10.226,4.0,2019,1,25,4,0,0,204.52,128.34714285714287
340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4,7.272,152.712,2019-03-25,13:07,Cash,145.44,4.761904762,7.272,7.6,2019,3,25,0,0,0,145.44,315.71
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,2019-02-07,18:48,Cash,198.18,4.761904762,9.909,6.8,2019,2,7,3,0,0,198.18,357.2442857142857
634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9,3,4.935,103.635,2019-02-17,17:27,Credit card,98.7,4.761904762,4.935,9.1,2019,2,17,6,1,0,98.69999999999999,216.30571428571426
566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,2019-02-03,15:59,Cash,385.1,4.761904762,19.255,5.5,2019,2,3,6,1,0,385.09999999999997,326.8071428571429
442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2,2.348,49.308,2019-03-14,11:21,Credit card,46.96,4.761904762,2.348,7.9,2019,3,14,3,0,0,46.96,212.85
835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14.7,5,3.675,77.175,2019-03-24,13:48,Ewallet,73.5,4.761904762,3.675,8.5,2019,3,24,6,1,0,73.5,270.7057142857143
527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.45,5,7.1125,149.3625,2019-03-21,10:17,Credit card,142.25,4.761904762,7.1125,9.1,2019,3,21,3,0,0,142.25,306.78000000000003
898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,2019-03-19,15:49,Ewallet,687.6,4.761904762,34.38,7.5,2019,3,19,1,0,0,687.6,370.51000000000005
692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95,6,17.385,365.085,2019-02-24,13:02,Cash,347.7,4.761904762,17.385,5.2,2019,2,24,6,1,0,347.70000000000005,257.49142857142857
633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,7.1475,150.0975,2019-03-28,12:58,Credit card,142.95,4.761904762,7.1475,9.5,2019,3,28,3,0,0,142.95,310.1042857142857
374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9,19.269,404.649,2019-02-05,15:26,Credit card,385.38,4.761904762,19.269,8.9,2019,2,5,1,0,0,385.38,239.51285714285717
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,2019-02-10,18:23,Credit card,144.27,4.761904762,7.2135,7.8,2019,2,10,6,1,0,144.27,258.51428571428573
433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7,19.5895,411.3795,2019-03-05,19:06,Ewallet,391.79,4.761904762,19.5895,8.9,2019,3,5,1,0,0,391.78999999999996,178.74428571428572
873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7,26.915,565.215,2019-02-15,20:21,Cash,538.3,4.761904762,26.915,7.7,2019,2,15,4,0,0,538.3000000000001,235.65142857142857
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,2019-01-30,16:24,Ewallet,485.15,4.761904762,24.2575,9.3,2019,1,30,2,0,0,485.15,299.7857142857143
150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,2019-02-14,15:04,Cash,133.95,4.761904762,6.6975,6.2,2019,2,14,3,0,0,133.95,274.43571428571425
135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93,9,35.0685,736.4385,2019-02-27,16:10,Ewallet,701.37,4.761904762,35.0685,7.6,2019,2,27,2,0,0,701.3700000000001,369.2914285714286
441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,2019-02-04,12:14,Cash,71.95,4.761904762,3.5975,7.3,2019,2,4,0,0,0,71.95,257.4442857142857
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,2019-01-20,10:13,Cash,714.0,4.761904762,35.7,4.7,2019,1,20,6,1,0,714.0,364.36428571428576
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,7,9.107,191.247,2019-03-28,17:38,Cash,182.14,4.761904762,9.107,5.1,2019,3,28,3,0,0,182.14,171.85
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2019-02-27,11:06,Credit card,135.0,4.761904762,6.75,4.8,2019,2,27,2,0,0,135.0,225.26714285714283
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,2019-02-15,14:53,Credit card,993.0,4.761904762,49.65,6.6,2019,2,15,4,0,0,993.0,482.6285714285715
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,2019-01-26,18:22,Cash,361.83,4.761904762,18.0915,5.5,2019,1,26,5,1,0,361.83,170.1185714285714
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,2019-03-14,19:02,Credit card,383.11,4.761904762,19.1555,8.5,2019,3,14,3,0,0,383.10999999999996,513.9557142857143
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27.0,9,12.15,255.15,2019-03-02,14:16,Cash,243.0,4.761904762,12.15,4.8,2019,3,2,5,1,0,243.0,331.89571428571423
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,2019-03-04,15:44,Cash,30.24,4.761904762,1.512,8.4,2019,3,4,0,0,0,30.24,153.66142857142856
889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,4,17.828,374.388,2019-01-07,12:20,Credit card,356.56,4.761904762,17.828,7.8,2019,1,7,0,0,0,356.56,321.24142857142857
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,2019-03-08,20:01,Credit card,375.5,4.761904762,18.775,9.3,2019,3,8,4,0,0,375.5,547.7900000000001
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,2019-01-09,13:45,Cash,954.4,4.761904762,47.72,5.2,2019,1,9,2,0,0,954.4,380.24285714285713
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,2019-03-01,15:40,Ewallet,82.5,4.761904762,4.125,6.5,2019,3,1,4,0,0,82.5,145.12571428571428
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,2019-03-16,16:58,Cash,74.97,4.761904762,3.7485,5.6,2019,3,16,5,1,0,74.97,350.7228571428572
612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,8,32.384,680.064,2019-02-17,11:12,Credit card,647.68,4.761904762,32.384,7.4,2019,2,17,6,1,0,647.68,342.4957142857143
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47,8,37.788,793.548,2019-02-27,15:12,Cash,755.76,4.761904762,37.788,9.1,2019,2,27,2,0,0,755.76,396.59857142857146
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.979,209.559,2019-03-07,20:37,Ewallet,199.58,4.761904762,9.979,8.0,2019,3,7,3,0,0,199.58,411.00999999999993
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,2019-01-21,17:44,Cash,439.32,4.761904762,21.966,7.2,2019,1,21,0,0,0,439.32,360.3642857142857
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.248,173.208,2019-02-19,16:23,Cash,164.96,4.761904762,8.248,7.1,2019,2,19,1,0,0,164.96,427.8671428571428
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,16.336,343.056,2019-01-06,12:12,Cash,326.72,4.761904762,16.336,9.1,2019,1,6,6,1,0,326.72,550.3428571428573
122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,2019-03-14,19:33,Cash,461.88,4.761904762,23.094,5.6,2019,3,14,3,0,0,461.88,190.68714285714285
468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94,4,13.188,276.948,2019-03-24,10:29,Cash,263.76,4.761904762,13.188,6.0,2019,3,24,6,1,0,263.76,385.38571428571424
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,150.78,2019-01-27,14:28,Cash,143.6,4.761904762,7.18,5.4,2019,1,27,6,1,0,143.6,302.7257142857143
254-31-0042,A,Yangon,Member,Male,Electronic accessories,21.5,9,9.675,203.175,2019-03-06,12:46,Credit card,193.5,4.761904762,9.675,7.8,2019,3,6,2,0,0,193.5,197.72
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26,7,9.191,193.011,2019-02-02,19:40,Cash,183.82,4.761904762,9.191,9.9,2019,2,2,5,1,0,183.82000000000002,213.70142857142858
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,2019-01-25,19:39,Credit card,121.92,4.761904762,6.096,4.9,2019,1,25,4,0,0,121.92,512.7457142857143
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,2019-03-14,17:54,Ewallet,420.66,4.761904762,21.033,5.2,2019,3,14,3,0,0,420.65999999999997,344.0057142857143
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,2019-01-29,12:25,Cash,252.48,4.761904762,12.624,8.9,2019,1,29,1,0,0,252.48,450.5857142857143
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,2019-01-03,16:47,Credit card,335.45,4.761904762,16.7725,9.1,2019,1,3,3,0,0,335.45000000000005,373.4814285714286
667-23-5919,A,Yangon,Member,Female,Fashion accessories,96.7,5,24.175,507.675,2019-01-14,12:52,Ewallet,483.5,4.761904762,24.175,7.0,2019,1,14,0,0,0,483.5,419.4614285714285
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,2019-01-05,19:50,Credit card,318.42,4.761904762,15.921,9.6,2019,1,5,5,1,0,318.42,390.6585714285714
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,2019-02-22,18:17,Ewallet,668.43,4.761904762,33.4215,8.7,2019,2,22,4,0,0,668.43,342.36428571428576
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.396,407.316,2019-02-06,17:20,Ewallet,387.92,4.761904762,19.396,9.4,2019,2,6,2,0,0,387.92,333.0214285714286
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,2019-01-30,13:32,Credit card,94.6,4.761904762,4.73,4.0,2019,1,30,2,0,0,94.6,201.19571428571427
289-15-7034,A,Yangon,Member,Male,Sports and travel,82.33,4,16.466,345.786,2019-01-11,10:37,Credit card,329.32,4.761904762,16.466,7.5,2019,1,11,4,0,0,329.32,378.90999999999997
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,2019-03-19,14:35,Cash,53.22,4.761904762,2.661,4.2,2019,3,19,1,0,0,53.22,157.10857142857142
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,2019-01-14,12:09,Cash,498.45,4.761904762,24.9225,9.9,2019,1,14,0,0,0,498.45,444.02000000000004
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.89,4,14.978,314.538,2019-03-01,15:32,Ewallet,299.56,4.761904762,14.978,4.2,2019,3,1,4,0,0,299.56,417.50714285714287
662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.94,5,10.235,214.935,2019-01-06,13:58,Ewallet,204.7,4.761904762,10.235,9.9,2019,1,6,6,1,0,204.7,395.8128571428571
525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,1,3.791,79.611,2019-01-31,13:19,Cash,75.82,4.761904762,3.791,5.8,2019,1,31,3,0,0,75.82,340.07
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6,14.031,294.651,2019-03-11,13:37,Cash,280.62,4.761904762,14.031,6.0,2019,3,11,0,0,0,280.62,343.3757142857143
725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2019-02-20,16:49,Credit card,323.2,4.761904762,16.16,10.0,2019,2,20,2,0,0,323.2,246.25571428571428
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,2019-01-27,14:55,Ewallet,486.63,4.761904762,24.3315,9.5,2019,1,27,6,1,0,486.63,347.81
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,7,6.377,133.917,2019-03-10,14:04,Credit card,127.54,4.761904762,6.377,6.6,2019,3,10,6,1,0,127.53999999999999,253.63000000000002
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.072,253.512,2019-02-15,12:31,Cash,241.44,4.761904762,12.072,8.1,2019,2,15,4,0,0,241.44,328.65857142857146
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,2019-01-26,14:51,Cash,379.5,4.761904762,18.975,9.7,2019,1,26,5,1,0,379.5,336.1985714285714
563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1,3.841,80.661,2019-02-13,18:27,Ewallet,76.82,4.761904762,3.841,7.2,2019,2,13,2,0,0,76.82,163.76285714285714
308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10,26.13,548.73,2019-03-09,12:45,Credit card,522.6,4.761904762,26.13,6.2,2019,3,9,5,1,0,522.6,395.59142857142854
885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74,1,3.987,83.727,2019-03-06,10:36,Ewallet,79.74,4.761904762,3.987,7.3,2019,3,6,2,0,0,79.74,252.0157142857143
726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,5,19.375,406.875,2019-01-24,20:36,Ewallet,387.5,4.761904762,19.375,4.3,2019,1,24,3,0,0,387.5,294.2928571428571
316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,2019-03-13,14:16,Ewallet,271.35,4.761904762,13.5675,4.6,2019,3,13,2,0,1,271.35,263.8828571428572
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,2019-03-15,10:26,Cash,122.31,4.761904762,6.1155,5.8,2019,3,15,4,0,0,122.31,306.1314285714285
793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6,12.318,258.678,2019-03-05,13:30,Credit card,246.36,4.761904762,12.318,8.3,2019,3,5,1,0,0,246.36,300.27
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9,8.658,181.818,2019-03-04,16:28,Cash,173.16,4.761904762,8.658,8.0,2019,3,4,0,0,0,173.16,176.71428571428572
